Disease	Link	Source	MSHOld	MSH.Top	Gene	GeneScore	Rank	pval2	snp_id	pvalue	SNP.Trait.Cnt	snp.ld	r2	eqtl	rdb	Cat.rdb	eCat	AAEffect	AAScore	Gene.Trait.Cnt	OrphID	PPterm	Name	MSH	ensembl_id
Mean platelet volume	PUBMEDID:22139419	GWAS:A	platelet count	Diagnosis	KALRN	4	1	5e-10	rs10512627	5e-10	1	rs10512627	1	no	no		9		1	2	NA	platelet count	Platelet Count	Platelet Count	ENSG00000160145
Mean platelet volume	PUBMEDID:22139419	GWAS:A	platelet count	Diagnosis	KIAA0232	2	1	1e-11	rs11734132	1e-11	1	rs3733606	0.571	no	no		9		1	2	NA	platelet count	Platelet Count	Platelet Count	ENSG00000170871
Mean platelet volume	PUBMEDID:22139419	GWAS:A	platelet count	Diagnosis	KIF1A	5	1	2e-11	rs4305276	2e-11	1	rs6724224	0.972	no	yes	3a	3a		1	2	NA	platelet count	Platelet Count	Platelet Count	ENSG00000130294
Mean platelet volume	PUBMEDID:22139419	GWAS:A	platelet count	Diagnosis	MCF2L	4	4	8e-12	rs7317038	8e-12	1	rs9549753	0.614	no	yes	2b	2b		1	2	NA	platelet count	Platelet Count	Platelet Count	ENSG00000126217
Mean platelet volume	PUBMEDID:22139419	GWAS:A	platelet count	Diagnosis	MTA1	4	2	3e-11	rs3000073	3e-11	1	rs2816627	0.991	no	yes	4	4		1	2	NA	platelet count	Platelet Count	Platelet Count	ENSG00000182979
Mean platelet volume	PUBMEDID:22139419	GWAS:A	platelet count	Diagnosis	NACA	6	3	7e-14	rs2950390	7e-14	1	rs2950390	1	yes	no		2		1	2	NA	platelet count	Platelet Count	Platelet Count	ENSG00000196531
Mean platelet volume	PUBMEDID:22139419	GWAS:A	platelet count	Diagnosis	NCAPD2	5	4	2e-21	rs1558324	2e-21	1	rs10744700	0.661	no	yes	1f	1f		1	2	NA	platelet count	Platelet Count	Platelet Count	ENSG00000010292
Mean platelet volume	PUBMEDID:22139419	GWAS:A	platelet count	Diagnosis	NFE2	3	3	2e-14	rs10876550	2e-14	1	rs6580980	0.864	no	no		9		1	2	NA	platelet count	Platelet Count	Platelet Count	ENSG00000123405
Mean platelet volume	PUBMEDID:22139419	GWAS:A	platelet count	Diagnosis	NLRP6	7	1	2e-15	rs17655730	2e-15	1	rs77447196	0.812	no	no		0	missense_variant	0.673901327715448	5	NA	platelet count	Platelet Count	Platelet Count	ENSG00000174885
Mean platelet volume	PUBMEDID:22139419	GWAS:A	platelet count	Diagnosis	PEX12	3	3	4e-12	rs16971217	4e-12	1	rs1037590	0.895	no	no		9		1	2	NA	platelet count	Platelet Count	Platelet Count	ENSG00000108733
Mean platelet volume	PUBMEDID:22139419	GWAS:A	platelet count	Diagnosis	PHRF1	5	6	2e-15	rs17655730	2e-15	1	rs72882960	0.968	no	yes	3a	3a		1	5	NA	platelet count	Platelet Count	Platelet Count	ENSG00000070047
Mean platelet volume	PUBMEDID:22139419	GWAS:A	platelet count	Diagnosis	PIP4K2C	6	6	7e-14	rs2950390	7e-14	1	rs2290893	0.952	yes	no		2		1	2	NA	platelet count	Platelet Count	Platelet Count	ENSG00000166908
Mean platelet volume	PUBMEDID:22139419	GWAS:A	platelet count	Diagnosis	PRIM1	3	11	7e-14	rs2950390	7e-14	1	rs7966391	0.835	no	no		9		1	2	NA	platelet count	Platelet Count	Platelet Count	ENSG00000198056
Mean platelet volume	PUBMEDID:22139419	GWAS:A	platelet count	Diagnosis	PSMD13	5	7	2e-15	rs17655730	2e-15	1	rs72882960	0.968	no	yes	3a	3a		1	5	NA	platelet count	Platelet Count	Platelet Count	ENSG00000185627
Mean platelet volume	PUBMEDID:22139419	GWAS:A	platelet count	Diagnosis	PTGES3	4	8	7e-14	rs2950390	7e-14	1	rs2958146	1	no	no		9		1	2	NA	platelet count	Platelet Count	Platelet Count	ENSG00000110958
Mean platelet volume	PUBMEDID:22139419	GWAS:A	platelet count	Diagnosis	RASA3	6	2	8e-12	rs7317038	8e-12	1	rs11164132	0.914	yes	no		2		1	2	NA	platelet count	Platelet Count	Platelet Count	ENSG00000185989
Mean platelet volume	PUBMEDID:22139419	GWAS:A	platelet count	Diagnosis	RBMS2	6	4	7e-14	rs2950390	7e-14	1	rs2950390	1	yes	no		2		1	2	NA	platelet count	Platelet Count	Platelet Count	ENSG00000076067
Mean platelet volume	PUBMEDID:22139419	GWAS:A	platelet count	Diagnosis	RNF41	6	5	7e-14	rs2950390	7e-14	1	rs2950390	1	yes	no		2		1	2	NA	platelet count	Platelet Count	Platelet Count	ENSG00000181852
Mean platelet volume	PUBMEDID:22139419	GWAS:A	platelet count	Diagnosis	RNH1	5	8	2e-15	rs17655730	2e-15	1	rs72882960	0.968	no	yes	3a	3a		1	5	NA	platelet count	Platelet Count	Platelet Count	ENSG00000023191
Mean platelet volume	PUBMEDID:22139419	GWAS:A	platelet count	Diagnosis	RNPEPL1	4	3	2e-11	rs4305276	2e-11	1	rs4676349	0.902	no	no		9		1	2	NA	platelet count	Platelet Count	Platelet Count	ENSG00000142327
Mean platelet volume	PUBMEDID:22139419	GWAS:A	platelet count	Diagnosis	SIGIRR	5	9	2e-15	rs17655730	2e-15	1	rs72882960	0.968	no	yes	3a	3a		1	5	NA	platelet count	Platelet Count	Platelet Count	ENSG00000185187
Mean platelet volume	PUBMEDID:22139419	GWAS:A	platelet count	Diagnosis	SIRT3	5	10	2e-15	rs17655730	2e-15	1	rs72882960	0.968	no	yes	3a	3a		1	5	NA	platelet count	Platelet Count	Platelet Count	ENSG00000142082
Mean platelet volume	PUBMEDID:22139419	GWAS:A	platelet count	Diagnosis	SLFN14	4	2	4e-12	rs16971217	4e-12	1	rs7503168	0.956	no	no		9		1	2	NA	platelet count	Platelet Count	Platelet Count	ENSG00000236320
Mean platelet volume	PUBMEDID:22139419	GWAS:A	platelet count	Diagnosis	SMARCC2	4	13	7e-14	rs2950390	7e-14	1	rs2958153	0.7	yes	no		2		1	2	NA	platelet count	Platelet Count	Platelet Count	ENSG00000139613
Mean platelet volume	PUBMEDID:22139419	GWAS:A	platelet count	Diagnosis	VAMP1	3	2	2e-21	rs1558324	2e-21	1	rs10774410	0.887	no	yes	4	4		1	2	NA	platelet count	Platelet Count	Platelet Count	ENSG00000139190
Mean platelet volume	PUBMEDID:22139419	GWAS:A	platelet count	Diagnosis	ZNF385A	2	6	2e-14	rs10876550	2e-14	1	rs2124530	0.62	no	no		9		1	2	NA	platelet count	Platelet Count	Platelet Count	ENSG00000161642
Mean platelet volume	PUBMEDID:22423221	GWAS:A	platelet count	Diagnosis	ACAD10	4	2	5e-09	rs6490294	5e-09	1	rs6490294	1	no	no		9		1	8	NA	platelet count	Platelet Count	Platelet Count	ENSG00000111271
Mean platelet volume	PUBMEDID:22423221	GWAS:A	platelet count	Diagnosis	ALDH2	4	3	5e-09	rs6490294	5e-09	1	rs56884502	0.986	no	no		9		1	4	NA	platelet count	Platelet Count	Platelet Count	ENSG00000111275
Mean platelet volume	PUBMEDID:22423221	GWAS:A	platelet count	Diagnosis	AP1M1	2	2	5e-10	rs8109288	5e-10	2	19-16343496	0.568	no	no		9		1	3	NA	platelet count	Platelet Count	Platelet Count	ENSG00000072958
Mean platelet volume	PUBMEDID:22423221	GWAS:A	platelet count	Diagnosis	ATP5E	4	4	9e-09	rs151361	9e-09	1	rs151354	0.969	no	no		9		1	2	NA	platelet count	Platelet Count	Platelet Count	ENSG00000124172
Mean platelet volume	PUBMEDID:22423221	GWAS:A	platelet count	Diagnosis	BRAP	4	4	5e-09	rs6490294	5e-09	1	rs10774632	0.959	no	no		9		1	8	NA	platelet count	Platelet Count	Platelet Count	ENSG00000089234
Mean platelet volume	PUBMEDID:22423221	GWAS:A	platelet count	Diagnosis	CD36	4	3	3e-09	rs13236689	3e-09	1	rs13236689	1	no	no		9		1	2	NA	platelet count	Platelet Count	Platelet Count	ENSG00000135218
Mean platelet volume	PUBMEDID:22423221	GWAS:A	platelet count	Diagnosis	CTSZ	2	5	9e-09	rs151361	9e-09	1	rs236691	0.702	no	no		9		1	2	NA	platelet count	Platelet Count	Platelet Count	ENSG00000101160
Mean platelet volume	PUBMEDID:22423221	GWAS:A	platelet count	Diagnosis	GNAS	5	6	9e-09	rs151361	9e-09	1	rs3761258	0.538	no	yes	1f	1f		1	2	NA	platelet count	Platelet Count	Platelet Count	ENSG00000087460
Mean platelet volume	PUBMEDID:22423221	GWAS:A	platelet count	Diagnosis	GNAT3	4	1	3e-09	rs13236689	3e-09	1	rs1761661	0.831	no	yes	3a	3a		1	2	NA	platelet count	Platelet Count	Platelet Count	ENSG00000214415
Mean platelet volume	PUBMEDID:22423221	GWAS:A	platelet count	Diagnosis	HBP1	5	1	1e-11	rs342296	1e-11	2	rs342292	1	no	yes	3a	3a		1	11	NA	platelet count	Platelet Count	Platelet Count	ENSG00000105856
Mean platelet volume	PUBMEDID:22423221	GWAS:A	platelet count	Diagnosis	LRRC16A	4	1	9e-09	rs12526480	9e-09	1	rs12526480	1	no	no		9		1	2	NA	platelet count	Platelet Count	Platelet Count	ENSG00000079691
Mean platelet volume	PUBMEDID:22423221	GWAS:A	platelet count	Diagnosis	MAPKAPK5	4	9	5e-09	rs6490294	5e-09	1	rs16941703	0.903	no	no		9		1	4	NA	platelet count	Platelet Count	Platelet Count	ENSG00000089022
Mean platelet volume	PUBMEDID:22423221	GWAS:A	platelet count	Diagnosis	NAA25	4	6	5e-09	rs6490294	5e-09	1	rs7972112	0.915	no	no		9		1	8	NA	platelet count	Platelet Count	Platelet Count	ENSG00000111300
Mean platelet volume	PUBMEDID:22423221	GWAS:A	platelet count	Diagnosis	NAMPT	3	2	1e-11	rs342296	1e-11	2	rs342251	0.894	no	yes	4	4		1	11	NA	platelet count	Platelet Count	Platelet Count	ENSG00000105835
Mean platelet volume	PUBMEDID:22423221	GWAS:A	platelet count	Diagnosis	NELFCD	4	8	9e-09	rs151361	9e-09	1	rs6070694	0.612	yes	no		2		1	2	NA	platelet count	Platelet Count	Platelet Count	ENSG00000101158
Mean platelet volume	PUBMEDID:22423221	GWAS:A	platelet count	Diagnosis	NRBF2	5	1	2e-12	rs7896518	2e-12	1	rs7073746	0.765	yes	no		2		1	5	NA	platelet count	Platelet Count	Platelet Count	ENSG00000148572
Mean platelet volume	PUBMEDID:22423221	GWAS:A	platelet count	Diagnosis	PIK3CG	3	3	1e-11	rs342296	1e-11	2	rs342251	0.894	no	yes	4	4		1	11	NA	platelet count	Platelet Count	Platelet Count	ENSG00000105851
Mean platelet volume	PUBMEDID:22423221	GWAS:A	platelet count	Diagnosis	PTPN11	4	8	5e-09	rs6490294	5e-09	1	rs11066322	0.903	no	no		9		1	8	NA	platelet count	Platelet Count	Platelet Count	ENSG00000179295
Mean platelet volume	PUBMEDID:22423221	GWAS:A	platelet count	Diagnosis	REEP3	3	3	2e-12	rs7896518	2e-12	1	rs7070761	0.801	no	no		9		1	5	NA	platelet count	Platelet Count	Platelet Count	ENSG00000165476
Mean platelet volume	PUBMEDID:22423221	GWAS:A	platelet count	Diagnosis	RPL6	3	12	5e-09	rs6490294	5e-09	1	rs2233861	0.835	no	no		9		1	4	NA	platelet count	Platelet Count	Platelet Count	ENSG00000089009
Mean platelet volume	PUBMEDID:22423221	GWAS:A	platelet count	Diagnosis	SEMA3C	4	2	3e-09	rs13236689	3e-09	1	rs1761661	0.831	no	yes	3a	3a		1	2	NA	platelet count	Platelet Count	Platelet Count	ENSG00000075223
Mean platelet volume	PUBMEDID:22423221	GWAS:A	platelet count	Diagnosis	SLMO2	4	3	9e-09	rs151361	9e-09	1	rs151361	1	no	no		9		1	2	NA	platelet count	Platelet Count	Platelet Count	ENSG00000101166
Mean platelet volume	PUBMEDID:22423221	GWAS:A	platelet count	Diagnosis	STX16	5	7	9e-09	rs151361	9e-09	1	rs3761258	0.538	no	yes	1f	1f		1	2	NA	platelet count	Platelet Count	Platelet Count	ENSG00000124222
Mean platelet volume	PUBMEDID:22423221	GWAS:A	platelet count	Diagnosis	TMEM116	4	10	5e-09	rs6490294	5e-09	1	rs9788231	0.903	no	no		9		1	4	NA	platelet count	Platelet Count	Platelet Count	ENSG00000198270
Mean platelet volume	PUBMEDID:22423221	GWAS:A	platelet count	Diagnosis	TPM4	4	1	5e-10	rs8109288	5e-10	2	rs8109288	1	no	no		9		1	3	NA	platelet count	Platelet Count	Platelet Count	ENSG00000167460
Mean platelet volume	PUBMEDID:22423221	GWAS:A	platelet count	Diagnosis	TRAFD1	4	7	5e-09	rs6490294	5e-09	1	rs10850003	0.903	no	no		9		1	8	NA	platelet count	Platelet Count	Platelet Count	ENSG00000135148
Mean platelet volume	PUBMEDID:22423221	GWAS:A	platelet count	Diagnosis	TUBB1	7	1	9e-09	rs151361	9e-09	1	rs6070697	0.763	no	no		0	missense_variant	0.659448336681201	2	NA	platelet count	Platelet Count	Platelet Count	ENSG00000101162
Mean platelet volume	PUBMEDID:22423221	GWAS:B	platelet count	Diagnosis	ARHGEF3	6	1	5.5e-31	rs12485738	5.5e-31	3	rs12485738	1	no	no	1f	1f		1	4	NA	platelet count	Platelet Count	Platelet Count	ENSG00000163947
Mean platelet volume	PUBMEDID:22423221	GWAS:B	platelet count	Diagnosis	ATXN2	3	2	4.75e-19	rs739496	4.75e-19	1	rs7134740	0.975	no	no		9		1	8	NA	platelet count	Platelet Count	Platelet Count	ENSG00000204842
Mean platelet volume	PUBMEDID:22423221	GWAS:B	platelet count	Diagnosis	CAMTA2	1	6	2.13e-17	rs6065	2.13e-17	1	rs4790718	0.672	no	no		9		1	2	NA	platelet count	Platelet Count	Platelet Count	ENSG00000108509
Mean platelet volume	PUBMEDID:22423221	GWAS:B	platelet count	Diagnosis	CCR4	3	13	5.5e-31	rs12485738	5.5e-31	3	rs1344142	0.659	yes	no		2		1	4	NA	platelet count	Platelet Count	Platelet Count	ENSG00000183813
Mean platelet volume	PUBMEDID:22423221	GWAS:B	platelet count	Diagnosis	CLCN2	1	3	5.38e-11	rs6141	5.38e-11	1	rs13099401	0.557	no	no		9		1	2	NA	platelet count	Platelet Count	Platelet Count	ENSG00000114859
Mean platelet volume	PUBMEDID:22423221	GWAS:B	platelet count	Diagnosis	CTDSPL	6	3	5.5e-31	rs12485738	5.5e-31	3	rs12485738	1	yes	no	1f	1f		1	4	NA	platelet count	Platelet Count	Platelet Count	ENSG00000144677
Mean platelet volume	PUBMEDID:22423221	GWAS:B	platelet count	Diagnosis	FSTL1	3	14	5.5e-31	rs12485738	5.5e-31	3	rs1344142	0.659	yes	no		2		1	4	NA	platelet count	Platelet Count	Platelet Count	ENSG00000163430
Mean platelet volume	PUBMEDID:22423221	GWAS:B	platelet count	Diagnosis	GP1BA	7	1	2.13e-17	rs6065	2.13e-17	1	rs6065	1	no	no		0	missense_variant	0.658566459262163	2	NA	platelet count	Platelet Count	Platelet Count	ENSG00000185245
Mean platelet volume	PUBMEDID:22423221	GWAS:B	platelet count	Diagnosis	GP5	6	4	5.5e-31	rs12485738	5.5e-31	3	rs12485738	1	yes	no	1f	1f		1	4	NA	platelet count	Platelet Count	Platelet Count	ENSG00000178732
Mean platelet volume	PUBMEDID:22423221	GWAS:B	platelet count	Diagnosis	GP9	6	5	5.5e-31	rs12485738	5.5e-31	3	rs12485738	1	yes	no	1f	1f		1	4	NA	platelet count	Platelet Count	Platelet Count	ENSG00000169704
Mean platelet volume	PUBMEDID:22423221	GWAS:B	platelet count	Diagnosis	HRASLS	6	6	5.5e-31	rs12485738	5.5e-31	3	rs12485738	1	yes	no	1f	1f		1	4	NA	platelet count	Platelet Count	Platelet Count	ENSG00000127252
Mean platelet volume	PUBMEDID:22423221	GWAS:B	platelet count	Diagnosis	IDH3B	4	1	7.7e-11	rs6136489	7.7e-11	2	rs6045615	0.717	yes	no	1f	1f		1	3	NA	platelet count	Platelet Count	Platelet Count	ENSG00000101365
Mean platelet volume	PUBMEDID:22423221	GWAS:B	platelet count	Diagnosis	INCA1	1	7	2.13e-17	rs6065	2.13e-17	1	rs4790722	0.672	no	no		9		1	2	NA	platelet count	Platelet Count	Platelet Count	ENSG00000196388
Mean platelet volume	PUBMEDID:22423221	GWAS:B	platelet count	Diagnosis	ITGB5	6	7	5.5e-31	rs12485738	5.5e-31	3	rs12485738	1	yes	no	1f	1f		1	4	NA	platelet count	Platelet Count	Platelet Count	ENSG00000082781
Mean platelet volume	PUBMEDID:22423221	GWAS:B	platelet count	Diagnosis	KIF1C	1	8	2.13e-17	rs6065	2.13e-17	1	rs72838334	0.65	no	no		9		1	2	NA	platelet count	Platelet Count	Platelet Count	ENSG00000129250
Mean platelet volume	PUBMEDID:22423221	GWAS:B	platelet count	Diagnosis	MGLL	6	8	5.5e-31	rs12485738	5.5e-31	3	rs12485738	1	yes	no	1f	1f		1	4	NA	platelet count	Platelet Count	Platelet Count	ENSG00000074416
Mean platelet volume	PUBMEDID:22423221	GWAS:B	platelet count	Diagnosis	NSFL1C	2	4	7.7e-11	rs6136489	7.7e-11	2	rs6045639	0.564	no	yes	3a	3a		1	3	NA	platelet count	Platelet Count	Platelet Count	ENSG00000088833
Mean platelet volume	PUBMEDID:22423221	GWAS:B	platelet count	Diagnosis	PFN1	2	3	2.13e-17	rs6065	2.13e-17	1	rs1859433	0.829	no	no		9		1	2	NA	platelet count	Platelet Count	Platelet Count	ENSG00000108518
Mean platelet volume	PUBMEDID:22423221	GWAS:B	platelet count	Diagnosis	PLOD2	6	9	5.5e-31	rs12485738	5.5e-31	3	rs12485738	1	yes	no	1f	1f		1	4	NA	platelet count	Platelet Count	Platelet Count	ENSG00000152952
Mean platelet volume	PUBMEDID:22423221	GWAS:B	platelet count	Diagnosis	POLR2H	1	2	5.38e-11	rs6141	5.38e-11	1	rs4912485	0.638	no	no		9		1	2	NA	platelet count	Platelet Count	Platelet Count	ENSG00000163882
Mean platelet volume	PUBMEDID:22423221	GWAS:B	platelet count	Diagnosis	PROS1	6	10	5.5e-31	rs12485738	5.5e-31	3	rs12485738	1	yes	no	1f	1f		1	4	NA	platelet count	Platelet Count	Platelet Count	ENSG00000184500
Mean platelet volume	PUBMEDID:22423221	GWAS:B	platelet count	Diagnosis	RAB6B	6	11	5.5e-31	rs12485738	5.5e-31	3	rs12485738	1	yes	no	1f	1f		1	4	NA	platelet count	Platelet Count	Platelet Count	ENSG00000154917
Mean platelet volume	PUBMEDID:22423221	GWAS:B	platelet count	Diagnosis	RNF167	2	4	2.13e-17	rs6065	2.13e-17	1	rs79843668	0.8	no	no		9		1	2	NA	platelet count	Platelet Count	Platelet Count	ENSG00000108523
Mean platelet volume	PUBMEDID:22423221	GWAS:B	platelet count	Diagnosis	SH2B3	5	1	2.2e-13	rs11065987	2.2e-13	1	rs3184504	0.749	no	no		0	missense_variant	0.702219391504581	8	NA	platelet count	Platelet Count	Platelet Count	ENSG00000111252
Mean platelet volume	PUBMEDID:22423221	GWAS:B	platelet count	Diagnosis	SIRPA	3	3	7.7e-11	rs6136489	7.7e-11	2	rs6045559	0.966	no	no		9		1	3	NA	platelet count	Platelet Count	Platelet Count	ENSG00000198053
Mean platelet volume	PUBMEDID:22423221	GWAS:B	platelet count	Diagnosis	SIRPG	4	2	7.7e-11	rs6136489	7.7e-11	2	rs6045615	0.717	no	yes	1f	1f		1	3	NA	platelet count	Platelet Count	Platelet Count	ENSG00000089012
Mean platelet volume	PUBMEDID:22423221	GWAS:B	platelet count	Diagnosis	SLC25A11	3	2	2.13e-17	rs6065	2.13e-17	1	rs2243103	0.945	no	no		9		1	2	NA	platelet count	Platelet Count	Platelet Count	ENSG00000108528
Mean platelet volume	PUBMEDID:22423221	GWAS:B	platelet count	Diagnosis	SPAG7	1	5	2.13e-17	rs6065	2.13e-17	1	rs4790716	0.69	no	no		9		1	2	NA	platelet count	Platelet Count	Platelet Count	ENSG00000091640
Mean platelet volume	PUBMEDID:22423221	GWAS:B	platelet count	Diagnosis	TGM6	2	5	7.7e-11	rs6136489	7.7e-11	2	rs6045639	0.564	no	yes	3a	3a		1	3	NA	platelet count	Platelet Count	Platelet Count	ENSG00000166948
Mean platelet volume	PUBMEDID:22423221	GWAS:B	platelet count	Diagnosis	THPO	3	1	5.38e-11	rs6141	5.38e-11	1	rs6141	1	no	no		9		1	2	NA	platelet count	Platelet Count	Platelet Count	ENSG00000090534
Mean platelet volume	PUBMEDID:22423221	GWAS:B	platelet count	Diagnosis	VGLL4	6	12	5.5e-31	rs12485738	5.5e-31	3	rs12485738	1	yes	no	1f	1f		1	4	NA	platelet count	Platelet Count	Platelet Count	ENSG00000144560
Melanoma	PUBMEDID:18488026	GWAS:B	melanoma	Neoplasms	ACSS2	1	7	2.86e-11	rs4911442	2.86e-11	1	rs4911448	0.676	no	no		9		1	2	NA	melanoma	Melanoma	Melanoma	ENSG00000131069
Melanoma	PUBMEDID:18488026	GWAS:B	melanoma	Neoplasms	ASIP	1	10	9.83e-16	rs1885120	9.83e-16	1	rs1205312	0.502	no	no		9		1	4	NA	melanoma	Melanoma	Melanoma	ENSG00000101440
Melanoma	PUBMEDID:18488026	GWAS:B	melanoma	Neoplasms	CBFA2T2	1	4	8.86e-10	rs721970	8.86e-10	1	rs76771178	0.557	no	no		9		1	2	NA	melanoma	Melanoma	Melanoma	ENSG00000078699
Melanoma	PUBMEDID:18488026	GWAS:B	melanoma	Neoplasms	CDK5RAP1	2	2	8.86e-10	rs721970	8.86e-10	1	rs291699	0.784	no	no		9		1	2	NA	melanoma	Melanoma	Melanoma	ENSG00000101391
Melanoma	PUBMEDID:18488026	GWAS:B	melanoma	Neoplasms	CPNE1	3	2	1.47e-09	rs1204552	1.47e-09	1	rs1204552	1	no	yes	4	4		1	2	NA	melanoma	Melanoma	Melanoma	ENSG00000214078
Melanoma	PUBMEDID:18488026	GWAS:B	melanoma	Neoplasms	DLGAP4	3	3	1.47e-09	rs1204552	1.47e-09	1	rs1204552	1	no	yes	4	4		1	2	NA	melanoma	Melanoma	Melanoma	ENSG00000080845
Melanoma	PUBMEDID:18488026	GWAS:B	melanoma	Neoplasms	GGT7	1	4	2.86e-11	rs4911442	2.86e-11	1	rs60789653	0.739	no	no		9		1	2	NA	melanoma	Melanoma	Melanoma	ENSG00000131067
Melanoma	PUBMEDID:18488026	GWAS:B	melanoma	Neoplasms	GSS	1	6	2.86e-11	rs4911442	2.86e-11	1	rs7265992	0.69	no	no		9		1	2	NA	melanoma	Melanoma	Melanoma	ENSG00000100983
Melanoma	PUBMEDID:18488026	GWAS:B	melanoma	Neoplasms	ITCH	1	6	9.83e-16	rs1885120	9.83e-16	1	rs79777584	0.709	no	no		9		1	6	NA	melanoma	Melanoma	Melanoma	ENSG00000078747
Melanoma	PUBMEDID:18488026	GWAS:B	melanoma	Neoplasms	MAP1LC3A	5	2	9.83e-16	rs1885120	9.83e-16	1	rs910873	0.966	yes	no		2		1	6	NA	melanoma	Melanoma	Melanoma	ENSG00000101460
Melanoma	PUBMEDID:18488026	GWAS:B	melanoma	Neoplasms	MMP24	1	9	9.83e-16	rs1885120	9.83e-16	1	rs2425025	0.61	no	no		9		1	4	NA	melanoma	Melanoma	Melanoma	ENSG00000125966
Melanoma	PUBMEDID:18488026	GWAS:B	melanoma	Neoplasms	MYH7B	3	3	9.83e-16	rs1885120	9.83e-16	1	rs1885120	1	no	no		9		1	4	NA	melanoma	Melanoma	Melanoma	ENSG00000078814
Melanoma	PUBMEDID:18488026	GWAS:B	melanoma	Neoplasms	NCOA6	3	3	2.86e-11	rs4911442	2.86e-11	1	rs4911442	1	no	no		9		1	6	NA	melanoma	Melanoma	Melanoma	ENSG00000198646
Melanoma	PUBMEDID:18488026	GWAS:B	melanoma	Neoplasms	NFS1	3	5	1.47e-09	rs1204552	1.47e-09	1	rs1204552	1	no	yes	4	4		1	2	NA	melanoma	Melanoma	Melanoma	ENSG00000244005
Melanoma	PUBMEDID:18488026	GWAS:B	melanoma	Neoplasms	PHF20	3	6	1.47e-09	rs1204552	1.47e-09	1	rs1204552	1	no	yes	4	4		1	2	NA	melanoma	Melanoma	Melanoma	ENSG00000025293
Melanoma	PUBMEDID:18488026	GWAS:B	melanoma	Neoplasms	PIGU	4	1	2.86e-11	rs4911442	2.86e-11	1	rs2425003	0.726	no	yes	1f	1f		1	6	NA	melanoma	Melanoma	Melanoma	ENSG00000101464
Melanoma	PUBMEDID:18488026	GWAS:B	melanoma	Neoplasms	RALY	1	7	9.83e-16	rs1885120	9.83e-16	1	rs6059655	0.67	no	no		9		1	4	NA	melanoma	Melanoma	Melanoma	ENSG00000125970
Melanoma	PUBMEDID:18488026	GWAS:B	melanoma	Neoplasms	RBM12	3	7	1.47e-09	rs1204552	1.47e-09	1	rs1204552	1	no	yes	4	4		1	2	NA	melanoma	Melanoma	Melanoma	ENSG00000244462
Melanoma	PUBMEDID:18488026	GWAS:B	melanoma	Neoplasms	RBM39	3	8	1.47e-09	rs1204552	1.47e-09	1	rs1204552	1	no	yes	4	4		1	2	NA	melanoma	Melanoma	Melanoma	ENSG00000131051
Melanoma	PUBMEDID:18488026	GWAS:B	melanoma	Neoplasms	ROMO1	3	9	1.47e-09	rs1204552	1.47e-09	1	rs1204552	1	no	yes	4	4		1	2	NA	melanoma	Melanoma	Melanoma	ENSG00000125995
Melanoma	PUBMEDID:18488026	GWAS:B	melanoma	Neoplasms	SNTA1	2	1	8.86e-10	rs721970	8.86e-10	1	rs677870	0.82	no	no		9		1	2	NA	melanoma	Melanoma	Melanoma	ENSG00000101400
Melanoma	PUBMEDID:18488026	GWAS:B	melanoma	Neoplasms	TRPC4AP	5	1	9.83e-16	rs1885120	9.83e-16	1	rs1885120	1	yes	no		2		1	6	NA	melanoma	Melanoma	Melanoma	ENSG00000100991
Melanoma	PUBMEDID:18488026	GWAS:B	melanoma	Neoplasms	UQCC	1	8	9.83e-16	rs1885120	9.83e-16	1	rs666006	0.636	no	no		9		1	4	NA	melanoma	Melanoma	Melanoma	ENSG00000101019
Melanoma	PUBMEDID:18488026	GWAS:B	melanoma	Neoplasms	ZNF341	1	3	8.86e-10	rs721970	8.86e-10	1	20-32322964	0.721	no	no		9		1	2	NA	melanoma	Melanoma	Melanoma	ENSG00000131061
Melanoma	PUBMEDID:19578364	GWAS:A	melanoma	Neoplasms	BAIAP2L2	2	4	2e-09	rs2284063	2e-09	1	rs5756916	0.747	no	yes	4	4		1	2	NA	melanoma	Melanoma	Melanoma	ENSG00000128298
Melanoma	PUBMEDID:19578364	GWAS:A	melanoma	Neoplasms	CDK10	6	1	6e-22	rs4785763	6e-22	1	rs4785763	1	yes	no		2		1	15	NA	melanoma	Melanoma	Melanoma	ENSG00000185324
Melanoma	PUBMEDID:19578364	GWAS:A	melanoma	Neoplasms	CENPBD1	2	4	6e-22	rs4785763	6e-22	1	rs11649211	0.507	no	no		9		1	10	NA	melanoma	Melanoma	Melanoma	ENSG00000177946
Melanoma	PUBMEDID:19578364	GWAS:A	melanoma	Neoplasms	GRM5	2	3	2e-14	rs1393350	2e-14	3	rs7118021	0.547	no	no		9		1	4	NA	melanoma	Melanoma	Melanoma	ENSG00000168959
Melanoma	PUBMEDID:19578364	GWAS:A	melanoma	Neoplasms	MAFF	3	2	2e-09	rs2284063	2e-09	1	rs11703601	0.761	no	yes	4	4		1	2	NA	melanoma	Melanoma	Melanoma	ENSG00000185022
Melanoma	PUBMEDID:19578364	GWAS:A	melanoma	Neoplasms	NOX4	2	2	2e-14	rs1393350	2e-14	3	rs11018578	0.701	no	no		9		1	4	NA	melanoma	Melanoma	Melanoma	ENSG00000086991
